time,假日,周末,早高峰,晚高峰,阵雨,晴,雷阵雨,多云,阴,小雨,雨夹雪,中雨,大雨,小到中雨,暴雨,中到大雨,实际人数,0110_BP_msle_adam_relu_0,测试集
2017-02-02 00:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-02 01:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-02 02:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-02 03:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-0.16799598932266235,0
2017-02-02 04:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-0.2605924904346466,0
2017-02-02 05:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.2764850854873657,0
2017-02-02 06:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,-0.7971553206443787,0
2017-02-02 07:00:00,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,-0.824573278427124,0
2017-02-02 08:00:00,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,-2.1334245204925537,0
2017-02-02 09:00:00,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5586380958557129,0
2017-02-02 10:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-0.9470354914665222,0
2017-02-02 11:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-1.3329827785491943,0
2017-02-02 12:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-0.4954829216003418,0
2017-02-02 13:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-0.23718573153018951,0
2017-02-02 14:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3635162115097046,0
2017-02-02 15:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-02 16:00:00,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22820040583610535,0
2017-02-02 17:00:00,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22820040583610535,0
2017-02-02 18:00:00,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22820040583610535,0
2017-02-02 19:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-02 20:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,1
2017-02-02 21:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-02 22:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.23718573153018951,0
2017-02-02 23:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16799598932266235,0
2017-02-03 00:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.09289921820163727,0
2017-02-03 01:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.09289921820163727,0
2017-02-03 02:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.09289921820163727,1
2017-02-03 03:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,-0.38525721430778503,0
2017-02-03 04:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.5737663507461548,0
2017-02-03 05:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.09289921820163727,0
2017-02-03 06:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,-1.5099560022354126,0
2017-02-03 07:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.6196917295455933,0
2017-02-03 08:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.5154060125350952,0
2017-02-03 09:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,-0.07948268204927444,0
2017-02-03 10:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5163944363594055,0
2017-02-03 11:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,-0.38525721430778503,0
2017-02-03 12:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5163944363594055,0
2017-02-03 13:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.40463772416114807,0
2017-02-03 14:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2518002688884735,0
2017-02-03 15:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.09289921820163727,0
