datetime,假日,周末,早高峰,晚高峰,阵雨,晴,雷阵雨,多云,阴,小雨,雨夹雪,中雨,大雨,小到中雨,暴雨,中到大雨,实际人数,滤波人数,测试集,BP_NO,BP_YES,RNN_NO,RNN_YES,FBP_NO,FBP_YES,FRNN_NO,FRNN_YES
2017-02-02 18:00:00,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8074108292898332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02 19:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6130901981334373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02 20:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.46553828446248946,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02 21:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.35349814395879414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02 22:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2684227253649518,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02 23:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.444489099850331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-03 00:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.337515428073284,0,2.01175856590271,1.5120911598205566,3.6937289237976074,1.5111446380615234,1.3951890468597412,1.2473745346069336,2.369143009185791,1.5686594247817993
2017-02-03 01:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.7376196781696652,0,3.117497444152832,1.2753616571426392,2.4445717334747314,1.3174535036087036,2.272172212600708,1.121466875076294,2.1615638732910156,1.3742414712905884
2017-02-03 02:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1.522764892134707,0,1.8416709899902344,1.651787281036377,2.3470335006713867,1.5133631229400635,4.006968975067139,1.4642565250396729,2.3946034908294678,1.521254539489746
2017-02-03 03:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.878285628996841,0,2.1770477294921875,2.242959499359131,2.438117504119873,1.8333479166030884,4.016067028045654,1.929934024810791,1.9267455339431763,1.77662992477417
2017-02-03 04:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3.3515759370959173,0,4.182930946350098,2.7332890033721924,3.217027425765991,2.169825553894043,6.131399631500244,2.5492935180664062,3.1119513511657715,2.1412503719329834
2017-02-03 05:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.7856309077246126,0,3.6284217834472656,3.784332275390625,4.246140956878662,3.381511688232422,2.383042335510254,3.1712403297424316,4.048367500305176,3.2379813194274902
2017-02-03 06:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.8372223175196916,0,3.3164141178131104,3.252285957336426,3.486652374267578,2.806337833404541,3.041372537612915,2.9412667751312256,3.2834532260894775,2.8275272846221924
2017-02-03 07:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.3950648848200387,0,2.5123517513275146,3.2789299488067627,3.5703468322753906,2.7791647911071777,1.8995569944381714,3.337740182876587,3.7120771408081055,2.974682569503784
2017-02-03 08:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3.7439836670143913,0,4.225876331329346,2.9340479373931885,3.4352705478668213,2.5284276008605957,6.776535987854004,3.622620105743408,4.313726902008057,2.873194694519043
2017-02-03 09:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.8055981604244185,0,4.363661766052246,3.7695910930633545,3.062837839126587,3.4021198749542236,5.181374549865723,4.296539783477783,3.604642868041992,3.7981231212615967
2017-02-03 10:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.852384123944197,0,2.777949810028076,3.952620506286621,3.6010537147521973,3.6425275802612305,4.5892205238342285,4.214658260345459,3.768583059310913,3.8470916748046875
2017-02-03 11:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.128576543240732,0,2.9529128074645996,3.9777474403381348,3.3783791065216064,3.6914286613464355,5.959691047668457,4.2424492835998535,3.25754714012146,3.8024041652679443
2017-02-03 12:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.856966249301698,0,3.30063796043396,4.025814533233643,2.7389719486236572,3.8377420902252197,4.725837707519531,4.202396869659424,2.791412115097046,3.7700912952423096
2017-02-03 13:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.1693908723372664,0,1.0562961101531982,3.707029104232788,1.9164570569992065,3.4984776973724365,1.4490360021591187,3.846684217453003,1.7639309167861938,3.3929622173309326
2017-02-03 14:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.6472916887939304,0,2.0118870735168457,3.0316240787506104,1.3099640607833862,2.7431774139404297,0.9026002883911133,3.0947728157043457,1.163476824760437,2.6575281620025635
2017-02-03 15:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.250844162198009,0,0.08703573793172836,2.489873170852661,0.7726957201957703,2.2647600173950195,0.8608916997909546,2.6228506565093994,0.8401972055435181,2.2145118713378906
2017-02-03 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7091419203937708,0,0.0005581300938501954,1.8175286054611206,0.14798656105995178,1.733985424041748,2.607879713417818e-16,1.956631064414978,5.705662715627113e-07,1.5463718175888062
2017-02-03 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.297809130096836,0,0.0005794771714136004,1.366235375404358,0.09359961748123169,1.2843278646469116,3.594232904534302e-16,1.606515884399414,5.219189347371866e-07,1.225324273109436
2017-02-03 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9854702632305292,0,1.6343405150109902e-05,1.0707030296325684,0.037039756774902344,0.9481503367424011,2.3147460370165935e-19,1.2529414892196655,4.796866619471984e-07,0.9757210612297058
2017-02-03 19:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.748300822670168,0,0.00014020028174854815,0.8125416040420532,0.036313094198703766,0.707974374294281,0.0002479958347976208,0.9197641015052795,0.07405208796262741,0.7569454312324524
2017-02-03 20:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5682100638695204,0,4.5359197997640877e-07,0.6178998947143555,0.02369683049619198,0.5361809730529785,0.0003201576473657042,0.5978009700775146,0.03783233463764191,0.5796981453895569
2017-02-03 21:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4314610740791238,0,0.005961675196886063,0.4323475658893585,0.08028896152973175,0.4620341658592224,0.010168900713324547,0.5031541585922241,0.09275422245264053,0.5272545218467712
2017-02-03 22:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5682892098680572,0,0.0107607152312994,0.37042611837387085,0.10870351642370224,0.42716488242149353,1.1713669300079346,0.5128347873687744,0.1463451236486435,0.4920041263103485
2017-02-03 23:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1.3941862040246327,0,0.12934374809265137,0.5402893424034119,0.20681189000606537,0.5014494061470032,2.915541648864746,0.6621631979942322,0.29322195053100586,0.5681226253509521
2017-02-04 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1.7806514012325374,0,1.415947437286377,1.5734078884124756,0.6437970995903015,1.0277342796325684,3.5227110385894775,1.6244254112243652,1.10000479221344,1.1359013319015503
2017-02-04 01:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2.55543998146557,0,3.8459911346435547,2.495936155319214,1.8315976858139038,1.7711926698684692,5.547044277191162,2.516913414001465,3.290085792541504,2.0323736667633057
2017-02-04 02:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2.6624305775508543,0,3.250028371810913,3.0268425941467285,2.9607927799224854,2.688645601272583,3.854109764099121,3.256930351257324,4.4536848068237305,3.219292402267456
2017-02-04 03:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,4.669002210669683,0,7.99916410446167,3.2363390922546387,3.3710451126098633,2.8754971027374268,10.633728981018066,3.347790002822876,5.82756233215332,3.4308764934539795
2017-02-04 04:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,5.951993499651964,0,4.4010910987854,4.544960975646973,3.8865933418273926,4.613734722137451,5.978705406188965,4.447863578796387,4.431950569152832,5.216972351074219
2017-02-04 05:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.76021575480549,0,4.084179878234863,5.60391902923584,4.542087078094482,5.848010540008545,3.282291889190674,5.310486793518066,4.957755088806152,6.46793270111084
2017-02-04 06:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.8552587000934975,0,3.3238072395324707,4.666450500488281,3.745313882827759,4.513359069824219,3.272129774093628,4.357837677001953,3.651851177215576,5.00578498840332
2017-02-04 07:00:00,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.1680942733248623,0,3.074627161026001,4.008472442626953,4.3540873527526855,3.8289942741394043,2.577179431915283,3.7576518058776855,3.6729297637939453,4.005187034606934
2017-02-04 08:00:00,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.64630713772807,0,2.645177125930786,3.6072499752044678,3.83685564994812,3.2898781299591064,3.100224256515503,3.351588487625122,3.0966365337371826,3.257667303085327
2017-02-04 09:00:00,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2.731429075346991,0,2.287425994873047,3.2072982788085938,2.254462957382202,2.78664493560791,2.3141956329345703,2.9198756217956543,1.8382971286773682,2.673966407775879
2017-02-04 10:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.074066260986787,0,2.04608154296875,3.2881834506988525,2.6146092414855957,2.9116575717926025,1.9566274881362915,2.8133513927459717,1.9349331855773926,2.813993215560913
