time,假日,周末,早高峰,晚高峰,阵雨,晴,雷阵雨,多云,阴,小雨,雨夹雪,中雨,大雨,小到中雨,暴雨,中到大雨,实际人数,0111_BP_msle_adam_relu_0,测试集
2017-02-05 19:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24886924028396606,0
2017-02-05 20:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24886924028396606,0
2017-02-05 21:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24886924028396606,0
2017-02-05 22:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24886924028396606,0
2017-02-05 23:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24886924028396606,0
2017-02-06 00:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7795032262802124,0
2017-02-06 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6909120678901672,0
2017-02-06 03:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.7394876480102539,0
2017-02-06 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.7394876480102539,0
2017-02-06 07:00:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.2122836112976074,0
2017-02-06 08:00:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1217607259750366,0
2017-02-06 09:00:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40786051750183105,0
2017-02-06 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7795032262802124,0
2017-02-06 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,1
2017-02-06 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7394876480102539,0
2017-02-06 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.16553907096385956,0
2017-02-06 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 16:00:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.24202023446559906,0
2017-02-06 17:00:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.24202023446559906,0
2017-02-06 18:00:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.24202023446559906,0
2017-02-06 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16553907096385956,0
2017-02-06 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.16553907096385956,0
2017-02-07 00:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2226952314376831,0
2017-02-07 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2226952314376831,0
2017-02-07 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7635848522186279,1
2017-02-07 05:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 06:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8991742730140686,0
2017-02-07 07:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1574891805648804,0
2017-02-07 08:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1433576345443726,0
2017-02-07 09:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1.560544490814209,0
2017-02-07 10:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8646548390388489,0
2017-02-07 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7065846920013428,0
2017-02-07 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5733908414840698,0
2017-02-07 13:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.8909276127815247,0
2017-02-07 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8909276127815247,0
2017-02-07 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 16:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-07 17:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-07 18:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-07 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 21:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-07 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2226952314376831,0
2017-02-07 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8909276127815247,0
2017-02-08 00:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-08 01:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.9434518814086914,0
2017-02-08 02:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9434518814086914,0
2017-02-08 03:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-08 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.527256965637207,0
2017-02-08 05:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.527256965637207,0
2017-02-08 06:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6467839479446411,0
2017-02-08 07:00:00,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5746665000915527,0
2017-02-08 08:00:00,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6830756664276123,0
2017-02-08 09:00:00,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.4710701704025269,0
2017-02-08 10:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.9434518814086914,0
2017-02-08 11:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.11058259010314941,0
2017-02-08 12:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.37585097551345825,0
2017-02-08 13:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5492054224014282,0
2017-02-08 14:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-08 15:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-08 16:00:00,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2441708892583847,0
2017-02-08 17:00:00,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2441708892583847,0
2017-02-08 18:00:00,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2441708892583847,0
2017-02-08 19:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-08 20:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,1
2017-02-08 21:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-08 22:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9434518814086914,0
2017-02-08 23:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11058259010314941,0
2017-02-09 00:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6353893280029297,0
2017-02-09 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8909276127815247,0
2017-02-09 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8909276127815247,0
2017-02-09 05:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.8909276127815247,0
2017-02-09 06:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 07:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.560544490814209,0
2017-02-09 08:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7405328750610352,0
2017-02-09 09:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.6434849500656128,0
2017-02-09 10:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6961128115653992,0
2017-02-09 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8909276127815247,0
2017-02-09 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5761796832084656,0
2017-02-09 13:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2226952314376831,0
2017-02-09 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4540349245071411,0
2017-02-09 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,1
2017-02-09 16:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-09 17:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-09 18:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-09 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 21:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-09 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 00:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.2226952314376831,0
2017-02-10 03:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2226952314376831,0
2017-02-10 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,1
2017-02-10 05:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6503328680992126,0
2017-02-10 06:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5733908414840698,0
2017-02-10 07:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.7044802904129028,0
2017-02-10 08:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1.761194109916687,0
2017-02-10 09:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1.3257527351379395,0
2017-02-10 10:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.8740140795707703,0
2017-02-10 11:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7777832746505737,0
2017-02-10 12:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.2226952314376831,0
2017-02-10 13:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8909276127815247,0
2017-02-10 14:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8909276127815247,0
2017-02-10 15:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 16:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-10 17:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-10 18:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22566010057926178,0
2017-02-10 19:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 20:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 21:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 22:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-10 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226952314376831,0
2017-02-11 00:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18494047224521637,0
2017-02-11 01:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8621917366981506,0
2017-02-11 02:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5049237608909607,0
2017-02-11 03:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.47428858280181885,0
2017-02-11 04:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.18494047224521637,0
2017-02-11 05:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.576711893081665,0
2017-02-11 06:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.029094934463501,0
2017-02-11 07:00:00,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.8136993646621704,0
2017-02-11 08:00:00,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.9825641512870789,0
2017-02-11 09:00:00,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8635154962539673,0
2017-02-11 10:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5443555116653442,0
2017-02-11 11:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.576711893081665,0
2017-02-11 12:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.5443555116653442,0
2017-02-11 13:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.576711893081665,0
2017-02-11 14:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8530948162078857,0
2017-02-11 15:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18494047224521637,0
2017-02-11 16:00:00,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1583879142999649,0
2017-02-11 17:00:00,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1583879142999649,0
2017-02-11 18:00:00,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1583879142999649,0
2017-02-11 19:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18494047224521637,0
2017-02-11 20:00:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18494047224521637,0
